date,time,name,chat,Flirt_Label
02/01/2024,02:50 pm,Crush,Why are you so perfect? 😌,1
02/01/2024,02:55 pm,Ali,Your laugh makes everything better,1
02/01/2024,03:00 pm,You,Bank statement arrived today,0
02/01/2024,03:05 pm,Crush,Do you believe in love at first text?,1
02/01/2024,03:10 pm,Sara,Your energy pulls me in every time,1
02/01/2024,03:15 pm,You,I want all your attention tonight,1
02/01/2024,03:20 pm,Ali,Parking permit expires soon,0
02/01/2024,03:25 pm,Sara,You always know what to say,1
02/01/2024,03:30 pm,Ali,You make my heart do that flip thing,1
02/01/2024,03:35 pm,Ali,I want to get lost in your stories,1
02/01/2024,03:40 pm,You,I save all your messages to reread later,1
02/01/2024,03:45 pm,You,"Keep talking, I love your voice",1
02/01/2024,03:50 pm,You,Your texts give me butterflies 🦋,1
02/01/2024,03:55 pm,Crush,You're my favorite kind of chaos,1
02/01/2024,04:00 pm,You,You make my day better every time,1
02/01/2024,04:05 pm,Ali,You + me = perfect chemistry,1
02/01/2024,04:10 pm,You,TV remote batteries dead,0
02/01/2024,04:15 pm,You,I'd fight the world for one smile from you,1
02/01/2024,04:20 pm,Ali,Let's make tonight unforgettable,1
02/01/2024,04:25 pm,Sara,Bus schedule changed,0
02/01/2024,04:30 pm,Sara,I want your goodnight and good morning,1
02/01/2024,04:35 pm,Ali,Meeting minutes uploaded,0
02/01/2024,04:40 pm,Ali,Keys are on the table,0
02/01/2024,04:45 pm,You,That was the hottest message ever 🔥,1
02/01/2024,04:50 pm,Sara,"Be honest, do you miss me?",1
02/01/2024,04:55 pm,Sara,Let's create moments worth remembering,1
02/01/2024,05:00 pm,Ali,Light bulb burned out again,0
02/01/2024,05:05 pm,Ali,Renters insurance renewal due,0
02/01/2024,05:10 pm,Crush,"Be mine, at least for tonight",1
02/01/2024,05:15 pm,Ali,Let's make bad decisions together 😈,1
02/01/2024,05:20 pm,Crush,You make time disappear,1
02/01/2024,05:25 pm,Sara,Delivery window 2-4pm,0
02/01/2024,05:30 pm,You,Water heater making noise,0
02/01/2024,05:35 pm,Ali,Rent payment confirmed,0
02/01/2024,05:40 pm,You,Conference registration closed,0
02/01/2024,05:45 pm,Crush,Car insurance payment due,0
02/01/2024,05:50 pm,Crush,Dinner reservations confirmed,0
02/01/2024,05:55 pm,You,You looked amazing today 😍,1
02/01/2024,06:00 pm,Crush,You're my favorite distraction ❤️,1
02/01/2024,06:05 pm,Sara,Rent payment confirmed,0
02/01/2024,06:10 pm,Crush,Check your email for the link,0
02/01/2024,06:15 pm,You,I want to get lost in your stories,1
02/01/2024,06:20 pm,Ali,How's work going today?,0
02/01/2024,06:25 pm,You,Final exam schedule posted,0
02/01/2024,06:30 pm,Sara,Project deadline extended,0
02/01/2024,06:35 pm,Ali,"You're my weakness, don't tell anyone",1
02/01/2024,06:40 pm,Crush,Mailbox key is with neighbor,0
02/01/2024,06:45 pm,Sara,Did you finish the assignment?,0
02/01/2024,06:50 pm,You,"Keep shining, you're breathtaking",1
02/01/2024,06:55 pm,Ali,I want to be your favorite hello,1
02/01/2024,07:00 pm,Crush,This message was deleted,0
02/01/2024,07:05 pm,Sara,Password reset instructions sent,0
02/01/2024,07:10 pm,Crush,That was the hottest message ever 🔥,1
02/01/2024,07:15 pm,Sara,Missed voice call,0
02/01/2024,07:20 pm,You,You're too cute for your own good 😏,1
02/01/2024,07:25 pm,You,Lowkey have a crush on you,1
02/01/2024,07:30 pm,Crush,I kinda like you more than I should,1
02/01/2024,07:35 pm,You,Your eyes tell better stories than words,1
02/01/2024,07:40 pm,Crush,Microwave stopped working,0
02/01/2024,07:45 pm,Ali,Phone charger is in drawer,0
02/01/2024,07:50 pm,Crush,Grass needs mowing this weekend,0
02/01/2024,07:55 pm,Crush,You're stuck in my head rent-free,1
02/01/2024,08:00 pm,Ali,Don't forget the deadline,0
02/01/2024,08:05 pm,Crush,Fridge needs defrosting,0
02/01/2024,08:10 pm,Sara,You're sweeter than my coffee ☕,1
02/01/2024,08:15 pm,Ali,Keys are on the table,0
02/01/2024,08:20 pm,Sara,I want to be your favorite hello,1
02/01/2024,08:25 pm,Ali,Your touch would solve all my problems,1
02/01/2024,08:30 pm,Crush,If I could I'd hug you right now 🤗,1
02/01/2024,08:35 pm,Ali,Traffic is terrible today,0
02/01/2024,08:40 pm,Ali,Missed video call,0
02/01/2024,08:45 pm,Ali,Don't forget the deadline,0
02/01/2024,08:50 pm,Sara,Group call in 10 minutes,0
02/01/2024,08:55 pm,Ali,I save all your messages to reread later,1
02/01/2024,09:00 pm,Crush,Rent is due by Friday,0
02/01/2024,09:05 pm,You,Do you believe in love at first text?,1
02/01/2024,09:10 pm,Crush,I'm jealous of anyone who gets your time,1
02/01/2024,09:15 pm,You,Car needs an oil change,0
02/01/2024,09:20 pm,You,Good morning beautiful ☀️,1
02/01/2024,09:25 pm,You,Let's dance in the rain someday,1
02/01/2024,09:30 pm,Crush,Your silence speaks louder than words,1
02/01/2024,09:35 pm,Sara,Check your email for the link,0
02/01/2024,09:40 pm,Ali,Fridge needs defrosting,0
02/01/2024,09:45 pm,Crush,Lowkey have a crush on you,1
02/01/2024,09:50 pm,You,You're my safe place in chaos,1
02/01/2024,09:55 pm,You,Microwave stopped working,0
02/01/2024,10:00 pm,Ali,I want all your attention tonight,1
02/01/2024,10:05 pm,You,Trash needs to go out,0
02/01/2024,10:10 pm,You,"Battery dying, talk later",0
02/01/2024,10:15 pm,Crush,"Battery dying, talk later",0
02/01/2024,10:20 pm,Ali,You're trouble and I like it,1
02/01/2024,10:25 pm,Crush,Meeting at 2pm sharp,0
02/01/2024,10:30 pm,Ali,Car insurance payment due,0
02/01/2024,10:35 pm,Ali,You + me = perfect chemistry,1
02/01/2024,10:40 pm,You,You + me = perfect chemistry,1
02/01/2024,10:45 pm,You,You + I = trouble but the good kind,1
02/01/2024,10:50 pm,You,If looks could kill you'd be deadly 😉,1
02/01/2024,10:55 pm,Ali,Flight delayed 2 hours,0
02/01/2024,11:00 pm,Ali,Save my number as 'future ex' 😏,1
02/01/2024,11:05 pm,You,Package delivered to your door,0
02/01/2024,11:10 pm,You,Conference call at 3pm,0
02/01/2024,11:15 pm,Ali,I'd wait forever for one moment with you,1
02/01/2024,11:20 pm,Crush,Dinner reservations confirmed,0
02/01/2024,11:25 pm,You,Group project meeting tomorrow,0
02/01/2024,11:30 pm,Crush,Let's make memories that last forever,1
02/01/2024,11:35 pm,You,Lowkey have a crush on you,1
02/01/2024,11:40 pm,You,Don't forget the deadline,0
02/01/2024,11:45 pm,You,Let's make tonight unforgettable,1
02/01/2024,11:50 pm,You,Your texts give me butterflies 🦋,1
02/01/2024,11:55 pm,You,Team meeting rescheduled,0
03/01/2024,12:00 am,Crush,Fridge needs defrosting,0
03/01/2024,12:05 am,Sara,Project deadline extended,0
03/01/2024,12:10 am,Sara,Microwave stopped working,0
03/01/2024,12:15 am,Crush,I'd travel anywhere just to see you,1
03/01/2024,12:20 am,You,"Keep talking, I love your voice",1
03/01/2024,12:25 am,Crush,Gas prices went up again,0
03/01/2024,12:30 am,You,Missed video call,0
03/01/2024,12:35 am,You,I'd choose messy hair with you over perfection,1
03/01/2024,12:40 am,Sara,Rent payment confirmed,0
03/01/2024,12:45 am,Ali,Let's make memories that last forever,1
03/01/2024,12:50 am,Sara,Dinner reservations confirmed,0
03/01/2024,12:55 am,Ali,<Media omitted>,0
03/01/2024,01:00 am,You,You're too cute for your own good 😏,1
03/01/2024,01:05 am,Crush,What if we went on a date?,1
03/01/2024,01:10 am,Ali,Traffic is terrible today,0
03/01/2024,01:15 am,Ali,You're trouble and I like it,1
03/01/2024,01:20 am,Ali,Did you finish the assignment?,0
03/01/2024,01:25 am,Sara,"Keep shining, you're breathtaking",1
03/01/2024,01:30 am,Ali,Package delivered to your door,0
03/01/2024,01:35 am,Crush,I'm running 10 minutes late,0
03/01/2024,01:40 am,You,You're my favorite distraction ❤️,1
03/01/2024,01:45 am,Sara,I'd choose you in every lifetime,1
03/01/2024,01:50 am,Ali,"You're my weakness, don't tell anyone",1
03/01/2024,01:55 am,Ali,Rent payment confirmed,0
03/01/2024,02:00 am,You,I'm running 10 minutes late,0
03/01/2024,02:05 am,Crush,Exam results are out tomorrow,0
03/01/2024,02:10 am,Sara,I'm jealous of anyone who gets your time,1
03/01/2024,02:15 am,Ali,Stop being so charming 😅,1
03/01/2024,02:20 am,Sara,Power is out at my place,0
03/01/2024,02:25 am,Crush,Your eyes tell better stories than words,1
03/01/2024,02:30 am,Sara,"Be mine, at least for tonight",1
03/01/2024,02:35 am,You,Traffic is terrible today,0
03/01/2024,02:40 am,Sara,You're sweeter than my coffee ☕,1
03/01/2024,02:45 am,Crush,Traffic is terrible today,0
03/01/2024,02:50 am,Sara,Printer ink running low,0
03/01/2024,02:55 am,Crush,Package tracking updated,0
03/01/2024,03:00 am,Sara,Library books due Friday,0
03/01/2024,03:05 am,You,This message was deleted,0
03/01/2024,03:10 am,Ali,Water heater making noise,0
03/01/2024,03:15 am,Sara,Lowkey have a crush on you,1
03/01/2024,03:20 am,Sara,Store closing in 15 minutes,0
03/01/2024,03:25 am,Crush,Water heater making noise,0
03/01/2024,03:30 am,Crush,"Be honest, do you miss me?",1
03/01/2024,03:35 am,Crush,Your voice is kinda addictive,1
03/01/2024,03:40 am,Crush,Team lunch at 12:30pm,0
03/01/2024,03:45 am,Ali,You're too cute for your own good 😏,1
03/01/2024,03:50 am,Ali,Dishwasher tablets running low,0
03/01/2024,03:55 am,Crush,You + I = trouble but the good kind,1
03/01/2024,04:00 am,You,Missed voice call,0
03/01/2024,04:05 am,You,TV remote batteries dead,0
03/01/2024,04:10 am,You,Power is out at my place,0
03/01/2024,04:15 am,Crush,I want your goodnight and good morning,1
03/01/2024,04:20 am,Ali,You're trouble and I like it,1
03/01/2024,04:25 am,Crush,You're the plot twist I didn't expect,1
03/01/2024,04:30 am,Sara,Can't stop thinking about you 🙈,1
03/01/2024,04:35 am,Ali,Invoice sent to your email,0
03/01/2024,04:40 am,Crush,Miss your face already 🥺,1
03/01/2024,04:45 am,You,You + I = trouble but the good kind,1
03/01/2024,04:50 am,You,Call me when you're alone,1
03/01/2024,04:55 am,You,Your voice is kinda addictive,1
03/01/2024,05:00 am,Ali,Did you finish the assignment?,0
03/01/2024,05:05 am,You,Come closer next time we meet 😉,1
03/01/2024,05:10 am,Sara,Tell me something I don't know about you,1
03/01/2024,05:15 am,Ali,Project deadline extended,0
03/01/2024,05:20 am,Ali,Team meeting rescheduled,0
03/01/2024,05:25 am,Sara,That picture you sent... wow 😍,1
03/01/2024,05:30 am,Sara,I'm running 10 minutes late,0
03/01/2024,05:35 am,You,Tonight feels empty without you,1
03/01/2024,05:40 am,Ali,I save all your messages to reread later,1
03/01/2024,05:45 am,Crush,Traffic is terrible today,0
03/01/2024,05:50 am,Sara,Website maintenance tonight,0
03/01/2024,05:55 am,Ali,Power washing the driveway,0
03/01/2024,06:00 am,Ali,Let's make tonight unforgettable,1
03/01/2024,06:05 am,Sara,I save all your messages to reread later,1
03/01/2024,06:10 am,Ali,You're my favorite distraction ❤️,1
03/01/2024,06:15 am,You,Stop making me like you more 😩,1
03/01/2024,06:20 am,Sara,Dishwasher tablets running low,0
03/01/2024,06:25 am,You,Renters insurance renewal due,0
03/01/2024,06:30 am,You,Parking permit expires soon,0
03/01/2024,06:35 am,Ali,Dinner reservations confirmed,0
03/01/2024,06:40 am,Ali,Did you finish the assignment?,0
03/01/2024,06:45 am,Crush,Laundry day tomorrow,0
03/01/2024,06:50 am,You,Stop making me like you more 😩,1
03/01/2024,06:55 am,Sara,Tell me something I don't know about you,1
03/01/2024,07:00 am,You,Team meeting rescheduled,0
03/01/2024,07:05 am,Crush,You're my favorite notification,1
03/01/2024,07:10 am,Crush,You fit perfectly in my daydreams,1
03/01/2024,07:15 am,Sara,Meeting notes are in the drive,0
03/01/2024,07:20 am,Ali,Grass needs mowing this weekend,0
03/01/2024,07:25 am,Ali,I'm heading to the gym now,0
03/01/2024,07:30 am,Ali,Tonight feels empty without you,1
03/01/2024,07:35 am,Crush,Delivery window 2-4pm,0
03/01/2024,07:40 am,Ali,Microwave stopped working,0
03/01/2024,07:45 am,Sara,Let's make tonight unforgettable,1
03/01/2024,07:50 am,Ali,Your silence speaks louder than words,1
03/01/2024,07:55 am,Ali,Caught myself smiling at my phone again,1
03/01/2024,08:00 am,Ali,WiFi is down again,0
03/01/2024,08:05 am,Crush,How's work going today?,0
03/01/2024,08:10 am,You,Power washing the driveway,0
03/01/2024,08:15 am,Sara,Project deadline extended,0
03/01/2024,08:20 am,Crush,Don't forget the deadline,0
03/01/2024,08:25 am,Crush,Keys are on the table,0
03/01/2024,08:30 am,Ali,Your laugh makes everything better,1
03/01/2024,08:35 am,Ali,Mailbox key is with neighbor,0
03/01/2024,08:40 am,You,Save my number as 'future ex' 😏,1
03/01/2024,08:45 am,You,Do you believe in love at first text?,1
03/01/2024,08:50 am,Crush,Group project meeting tomorrow,0
03/01/2024,08:55 am,Crush,Project deadline extended,0
03/01/2024,09:00 am,Crush,I'm studying for finals,0
03/01/2024,09:05 am,You,Tonight feels empty without you,1
03/01/2024,09:10 am,You,I'm jealous of anyone who gets your time,1
03/01/2024,09:15 am,You,You smell like home (in a good way),1
03/01/2024,09:20 am,You,Train delayed 20 minutes,0
03/01/2024,09:25 am,Ali,Final exam schedule posted,0
03/01/2024,09:30 am,Crush,Miss your face already 🥺,1
03/01/2024,09:35 am,You,You're trouble and I like it,1
03/01/2024,09:40 am,Sara,Parking permit expires soon,0
03/01/2024,09:45 am,You,I'd fight the world for one smile from you,1
03/01/2024,09:50 am,Crush,Save my number as 'future ex' 😏,1
03/01/2024,09:55 am,Sara,Let's skip work and run away together,1
03/01/2024,10:00 am,You,One date and I'm calling you mine,1
03/01/2024,10:05 am,You,Microwave stopped working,0
03/01/2024,10:10 am,You,Mailbox key is with neighbor,0
03/01/2024,10:15 am,Sara,Your energy pulls me in every time,1
03/01/2024,10:20 am,Sara,Trash needs to go out,0
03/01/2024,10:25 am,Sara,Parking permit expires soon,0
03/01/2024,10:30 am,Crush,Let's dance in the rain someday,1
03/01/2024,10:35 am,Ali,You're the plot twist I didn't expect,1
03/01/2024,10:40 am,Sara,Password reset instructions sent,0
03/01/2024,10:45 am,You,I'm at the coffee shop now,0
03/01/2024,10:50 am,Sara,Flight delayed 2 hours,0
03/01/2024,10:55 am,You,TV remote batteries dead,0
03/01/2024,11:00 am,Crush,That was the hottest message ever 🔥,1
03/01/2024,11:05 am,Ali,You make boring days exciting,1
03/01/2024,11:10 am,Crush,I'd fight the world for one smile from you,1
03/01/2024,11:15 am,You,You make my heart do that flip thing,1
03/01/2024,11:20 am,Ali,I'm jealous of anyone who gets your time,1
03/01/2024,11:25 am,Crush,Laundry day tomorrow,0
03/01/2024,11:30 am,You,This message was deleted,0
03/01/2024,11:35 am,Sara,Water the plants before you leave,0
03/01/2024,11:40 am,Sara,Come closer next time we meet 😉,1
03/01/2024,11:45 am,Sara,Call me when you're alone,1
03/01/2024,11:50 am,Sara,Printer ink running low,0
03/01/2024,11:55 am,You,Tonight feels empty without you,1
03/01/2024,12:00 pm,Crush,Car insurance payment due,0
03/01/2024,12:05 pm,Ali,Group call in 10 minutes,0
03/01/2024,12:10 pm,Ali,Bank hours end at 5pm,0
03/01/2024,12:15 pm,Ali,Your laugh makes everything better,1
03/01/2024,12:20 pm,Sara,Fridge needs defrosting,0
03/01/2024,12:25 pm,Ali,This message was deleted,0
03/01/2024,12:30 pm,You,Document saved in shared folder,0
03/01/2024,12:35 pm,You,Grass needs mowing this weekend,0
03/01/2024,12:40 pm,You,Package delivered to your door,0
03/01/2024,12:45 pm,You,That was the hottest message ever 🔥,1
03/01/2024,12:50 pm,Sara,Train delayed 20 minutes,0
03/01/2024,12:55 pm,Ali,Your voice is kinda addictive,1
03/01/2024,01:00 pm,Sara,Let's create moments worth remembering,1
03/01/2024,01:05 pm,Ali,What are you doing tonight?,0
03/01/2024,01:10 pm,Crush,That picture you sent... wow 😍,1
03/01/2024,01:15 pm,Ali,Your eyes tell better stories than words,1
03/01/2024,01:20 pm,You,Your silence speaks louder than words,1
03/01/2024,01:25 pm,You,WiFi is down again,0
03/01/2024,01:30 pm,You,Your laugh makes everything better,1
03/01/2024,01:35 pm,Ali,Your presence = instant happiness,1
03/01/2024,01:40 pm,You,You make my heart do that flip thing,1
03/01/2024,01:45 pm,Sara,Missed voice call,0
03/01/2024,01:50 pm,Crush,Stop making me like you more 😩,1
03/01/2024,01:55 pm,Ali,What are you doing tonight?,0
03/01/2024,02:00 pm,Ali,I'm running 10 minutes late,0
03/01/2024,02:05 pm,Ali,"Keep shining, you're breathtaking",1
03/01/2024,02:10 pm,You,Invoice sent to your email,0
03/01/2024,02:15 pm,You,Website maintenance tonight,0
03/01/2024,02:20 pm,Crush,Phone charger is in drawer,0
03/01/2024,02:25 pm,You,Keys are on the table,0
03/01/2024,02:30 pm,Sara,I'd fight the world for one smile from you,1
03/01/2024,02:35 pm,Ali,You're stuck in my head rent-free,1
03/01/2024,02:40 pm,Ali,Trash needs to go out,0
03/01/2024,02:45 pm,Ali,Train delayed 20 minutes,0
03/01/2024,02:50 pm,Ali,Check your email for the link,0
03/01/2024,02:55 pm,Ali,Water heater making noise,0
03/01/2024,03:00 pm,Sara,WiFi is down again,0
03/01/2024,03:05 pm,You,Bank hours end at 5pm,0
03/01/2024,03:10 pm,Ali,I'm at the coffee shop now,0
03/01/2024,03:15 pm,Ali,Don't forget the deadline,0
03/01/2024,03:20 pm,You,That outfit was fire yesterday 👀,1
03/01/2024,03:25 pm,Sara,I'd choose messy hair with you over perfection,1
03/01/2024,03:30 pm,Crush,Weather is nice today isn't it?,0
03/01/2024,03:35 pm,Crush,"Zoom link expired, new one coming",0
03/01/2024,03:40 pm,Crush,This message was deleted,0
03/01/2024,03:45 pm,Sara,Delivery window 2-4pm,0
03/01/2024,03:50 pm,Sara,Store closing in 15 minutes,0
03/01/2024,03:55 pm,Crush,What are you doing tonight?,0
03/01/2024,04:00 pm,Ali,Rent payment confirmed,0
03/01/2024,04:05 pm,Ali,That was the hottest message ever 🔥,1
03/01/2024,04:10 pm,Ali,Missed voice call,0
03/01/2024,04:15 pm,You,Meeting minutes uploaded,0
03/01/2024,04:20 pm,You,I'd travel anywhere just to see you,1
03/01/2024,04:25 pm,Ali,Power bill arrived today,0
03/01/2024,04:30 pm,Ali,I want to get lost in your stories,1
03/01/2024,04:35 pm,Crush,Keys are on the table,0
03/01/2024,04:40 pm,Crush,Miss your face already 🥺,1
03/01/2024,04:45 pm,You,Bank statement arrived today,0
03/01/2024,04:50 pm,You,What's for lunch today?,0
03/01/2024,04:55 pm,Ali,Missed voice call,0
03/01/2024,05:00 pm,Sara,This message was deleted,0
03/01/2024,05:05 pm,Crush,Don't forget the deadline,0
03/01/2024,05:10 pm,You,Your goodnight texts keep me up thinking,1
03/01/2024,05:15 pm,Sara,Water heater making noise,0
03/01/2024,05:20 pm,Ali,I'd choose messy hair with you over perfection,1
03/01/2024,05:25 pm,You,You + I = trouble but the good kind,1
03/01/2024,05:30 pm,Ali,Let's dance in the rain someday,1
03/01/2024,05:35 pm,Sara,Your texts give me butterflies 🦋,1
03/01/2024,05:40 pm,Sara,Missed video call,0
03/01/2024,05:45 pm,Crush,If looks could kill you'd be deadly 😉,1
03/01/2024,05:50 pm,Crush,You're my favorite distraction ❤️,1
03/01/2024,05:55 pm,Ali,Water the plants before you leave,0
03/01/2024,06:00 pm,Ali,Tell me something I don't know about you,1
03/01/2024,06:05 pm,You,Weather is nice today isn't it?,0
03/01/2024,06:10 pm,You,Light bulb burned out again,0
03/01/2024,06:15 pm,You,Store closing in 15 minutes,0
03/01/2024,06:20 pm,You,Imagine us together right now 🥰,1
03/01/2024,06:25 pm,Crush,Project deadline extended,0
03/01/2024,06:30 pm,Ali,Flight delayed 2 hours,0
03/01/2024,06:35 pm,Sara,Renters insurance renewal due,0
03/01/2024,06:40 pm,Ali,Your touch would solve all my problems,1
03/01/2024,06:45 pm,Crush,Missed video call,0
03/01/2024,06:50 pm,Sara,You're my favorite notification,1
03/01/2024,06:55 pm,You,Cell service spotty here,0
03/01/2024,07:00 pm,Crush,Tire pressure low warning,0
03/01/2024,07:05 pm,Crush,Need help with the project?,0
03/01/2024,07:10 pm,Sara,Team lunch at 12:30pm,0
03/01/2024,07:15 pm,Crush,Mailbox key is with neighbor,0
03/01/2024,07:20 pm,Sara,That outfit was fire yesterday 👀,1
03/01/2024,07:25 pm,You,Your texts give me butterflies 🦋,1
03/01/2024,07:30 pm,Sara,One date and I'm calling you mine,1
03/01/2024,07:35 pm,Ali,Tire pressure low warning,0
03/01/2024,07:40 pm,Ali,Why are you so perfect? 😌,1
03/01/2024,07:45 pm,Sara,I'm doing laundry right now,0
03/01/2024,07:50 pm,Sara,You're my favorite notification,1
03/01/2024,07:55 pm,Sara,Do you believe in love at first text?,1
03/01/2024,08:00 pm,You,Weather forecast says rain,0
03/01/2024,08:05 pm,Ali,What are you doing tonight?,0
03/01/2024,08:10 pm,You,Grocery list is on fridge,0
03/01/2024,08:15 pm,You,I'm heading to the gym now,0
03/01/2024,08:20 pm,Sara,I'm studying for finals,0
03/01/2024,08:25 pm,Crush,Need help with the project?,0
03/01/2024,08:30 pm,Ali,Team building event Friday,0
03/01/2024,08:35 pm,Sara,Stop making me like you more 😩,1
03/01/2024,08:40 pm,Ali,Your eyes tell better stories than words,1
03/01/2024,08:45 pm,You,Let's make memories that last forever,1
03/01/2024,08:50 pm,Ali,I'd wait forever for one moment with you,1
03/01/2024,08:55 pm,Sara,Dishwasher tablets running low,0
03/01/2024,09:00 pm,Ali,Let's write our own love story,1
03/01/2024,09:05 pm,Ali,I'd travel anywhere just to see you,1
03/01/2024,09:10 pm,Crush,Bank hours end at 5pm,0
03/01/2024,09:15 pm,Crush,Meeting at 2pm sharp,0
03/01/2024,09:20 pm,You,Phone charger is in drawer,0
03/01/2024,09:25 pm,You,What are you doing tonight?,0
03/01/2024,09:30 pm,Crush,Package delivered to your door,0
03/01/2024,09:35 pm,Crush,You're my favorite notification,1
03/01/2024,09:40 pm,You,Lowkey have a crush on you,1
03/01/2024,09:45 pm,Ali,Power washing the driveway,0
03/01/2024,09:50 pm,Ali,Dry cleaning ready for pickup,0
03/01/2024,09:55 pm,You,Stop making me like you more 😩,1
03/01/2024,10:00 pm,Crush,Grocery list is on fridge,0
03/01/2024,10:05 pm,Crush,You're my favorite distraction ❤️,1
03/01/2024,10:10 pm,Ali,Did you finish the assignment?,0
03/01/2024,10:15 pm,Ali,You make boring days exciting,1
03/01/2024,10:20 pm,Ali,Your goodnight texts keep me up thinking,1
03/01/2024,10:25 pm,Crush,Let's make tonight unforgettable,1
03/01/2024,10:30 pm,You,Your presence = instant happiness,1
03/01/2024,10:35 pm,Ali,Light bulb burned out again,0
03/01/2024,10:40 pm,Ali,Delivery window 2-4pm,0
03/01/2024,10:45 pm,Crush,Phone charger is in drawer,0
03/01/2024,10:50 pm,Ali,You smell like home (in a good way),1
03/01/2024,10:55 pm,Crush,I'd travel anywhere just to see you,1
03/01/2024,11:00 pm,Sara,What are you doing tonight?,0
03/01/2024,11:05 pm,Ali,I'd choose you in every lifetime,1
03/01/2024,11:10 pm,Sara,Conference registration closed,0
03/01/2024,11:15 pm,Ali,WiFi is down again,0
03/01/2024,11:20 pm,You,Miss your face already 🥺,1
03/01/2024,11:25 pm,Sara,"Keep talking, I love your voice",1
03/01/2024,11:30 pm,Ali,Your touch would solve all my problems,1
03/01/2024,11:35 pm,You,What's for lunch today?,0
03/01/2024,11:40 pm,Crush,Meeting at 2pm sharp,0
03/01/2024,11:45 pm,You,Package delivered to your door,0
03/01/2024,11:50 pm,Ali,Need help with the project?,0
03/01/2024,11:55 pm,Crush,Your presence = instant happiness,1
04/01/2024,12:00 am,Ali,That picture you sent... wow 😍,1
04/01/2024,12:05 am,Sara,Keys are on the table,0
04/01/2024,12:10 am,Sara,Group call in 10 minutes,0
04/01/2024,12:15 am,You,You looked amazing today 😍,1
04/01/2024,12:20 am,Ali,I want to be your favorite hello,1
04/01/2024,12:25 am,You,<Media omitted>,0
04/01/2024,12:30 am,Ali,You're trouble and I like it,1
04/01/2024,12:35 am,Crush,Team building event Friday,0
04/01/2024,12:40 am,Sara,Team meeting rescheduled,0
04/01/2024,12:45 am,Ali,Dishwasher tablets running low,0
04/01/2024,12:50 am,Ali,Water heater making noise,0
04/01/2024,12:55 am,Ali,Save my number as 'future ex' 😏,1
04/01/2024,01:00 am,Crush,Stop being so charming 😅,1
04/01/2024,01:05 am,Crush,I'm doing laundry right now,0
04/01/2024,01:10 am,Crush,<Media omitted>,0
04/01/2024,01:15 am,Sara,You + me = perfect chemistry,1
04/01/2024,01:20 am,Crush,Laundry day tomorrow,0
04/01/2024,01:25 am,You,Your voice is kinda addictive,1
04/01/2024,01:30 am,Sara,Dishwasher tablets running low,0
04/01/2024,01:35 am,You,Do you come with a warning label?,1
04/01/2024,01:40 am,Crush,Dishwasher tablets running low,0
04/01/2024,01:45 am,Crush,Store closing in 15 minutes,0
04/01/2024,01:50 am,Sara,Dry cleaning ready for pickup,0
04/01/2024,01:55 am,Ali,I'd fight the world for one smile from you,1
04/01/2024,02:00 am,You,Need help with the project?,0
04/01/2024,02:05 am,Crush,If I could I'd hug you right now 🤗,1
04/01/2024,02:10 am,You,Dry cleaning ready for pickup,0
04/01/2024,02:15 am,You,That picture you sent... wow 😍,1
04/01/2024,02:20 am,Ali,Weather is nice today isn't it?,0
04/01/2024,02:25 am,Sara,Good morning beautiful ☀️,1
04/01/2024,02:30 am,Crush,Stop making me like you more 😩,1
04/01/2024,02:35 am,Ali,Come closer next time we meet 😉,1
04/01/2024,02:40 am,Crush,What if we went on a date?,1
04/01/2024,02:45 am,Crush,You + I = trouble but the good kind,1
04/01/2024,02:50 am,You,That outfit was fire yesterday 👀,1
04/01/2024,02:55 am,You,Check your email for the link,0
04/01/2024,03:00 am,You,"Battery dying, talk later",0
04/01/2024,03:05 am,Crush,That picture you sent... wow 😍,1
04/01/2024,03:10 am,You,Team lunch at 12:30pm,0
04/01/2024,03:15 am,Crush,How's work going today?,0
04/01/2024,03:20 am,Sara,Caught myself smiling at my phone again,1
04/01/2024,03:25 am,Crush,This message was deleted,0
04/01/2024,03:30 am,Crush,Your silence speaks louder than words,1
04/01/2024,03:35 am,Ali,Miss your face already 🥺,1
04/01/2024,03:40 am,Crush,You're my favorite kind of chaos,1
04/01/2024,03:45 am,You,Your goodnight texts keep me up thinking,1
04/01/2024,03:50 am,Sara,You looked amazing today 😍,1
04/01/2024,03:55 am,You,You're sweeter than my coffee ☕,1
04/01/2024,04:00 am,Ali,I'd pick you over Netflix any day,1
04/01/2024,04:05 am,You,AC filter needs changing,0
04/01/2024,04:10 am,Crush,<Media omitted>,0
04/01/2024,04:15 am,Sara,Let's skip work and run away together,1
04/01/2024,04:20 am,Sara,You're the plot twist I didn't expect,1
04/01/2024,04:25 am,Sara,Dishwasher tablets running low,0
04/01/2024,04:30 am,You,I'm running 10 minutes late,0
04/01/2024,04:35 am,You,Missed video call,0
04/01/2024,04:40 am,Ali,"Server crashed, working on it",0
04/01/2024,04:45 am,Crush,"Zoom link expired, new one coming",0
04/01/2024,04:50 am,You,Parking permit expires soon,0
04/01/2024,04:55 am,Crush,Tonight feels empty without you,1
04/01/2024,05:00 am,Ali,Water the plants before you leave,0
04/01/2024,05:05 am,You,Your energy pulls me in every time,1
04/01/2024,05:10 am,You,Exam results are out tomorrow,0
04/01/2024,05:15 am,Crush,"Battery dying, talk later",0
04/01/2024,05:20 am,Sara,How's work going today?,0
